Unnamed: 0,mid,uid,个人昵称,个人主页,发布时间,内容来自,展示内容,全部内容,转发数量,评论数量,点赞数量,展示内容_情感分析,全部内容_情感分析
358,4544423302794137,5521347934,蘑菇Ding,https://weibo.com/5521347934,2020年09月01日 19:06,OnePlus 6T,每个人都有属于自己的一片森林，也许我们从来不曾走过，但它一直在那里，总会在那里。摄影：@蘑菇Ding图虫摄影师超话#福州写真#福州约拍超话#福州大学##日系##森系##情绪写真#​,,0,43,15,"{'惊讶': 0.6413888931274414, '中性': 0.23251284658908844, '悲伤': 0.20130431652069092, '愤怒': 0.1149197518825531, '恐惧': 0.08697493374347687, '喜悦': 0.06699301302433014, '厌恶': 0.000309223891235888}",{'error': '文本为空'}
359,4544363042967659,2331979123,雅力山大大,https://weibo.com/2331979123,2020年09月01日 15:07,iQOO Pro 5G性能旗舰,#教育部回应部分高校一刀切封闭管理#福州大学的一些做法是在令人嘘嘘，枉顾在校学生实际需求，以为一刀切把学生放在学校内，就算是万事如意了，学生顶着炎热天气，透过门缝取快递，学校领导难道没有想着帮忙解决一下学生需求吗？现在校外人员在学校随处可见，夏令营学生。希望学校体察民情，多为学生实​展开,#教育部回应部分高校一刀切封闭管理#福州大学的一些做法是在令人嘘嘘，枉顾在校学生实际需求，以为一刀切把学生放在学校内，就算是万事如意了，学生顶着炎热天气，透过门缝取快递，学校领导难道没有想着帮忙解决一下学生需求吗？现在校外人员在学校随处可见，夏令营学生。希望学校体察民情，多为学生实际需要考虑。知道去教室慰问一下老师，在公众号宣传出来，就更应该关心学生#福州大学##福州大学实行封闭管理##教育部回应部分高校一刀切封闭管理##教育部回应部分高校一刀切封闭管理##教育部回应部分高校一刀切封闭管理##教育部回应部分高校一刀切封闭管理##教育部##教育部#,2,8,65,"{'惊讶': 0.9449154138565063, '愤怒': 0.7351487874984741, '厌恶': 0.20829088985919952, '恐惧': 0.14981207251548767, '中性': 0.02263137698173523, '喜悦': 0.0007148010190576315, '悲伤': 0.0004197825619485229}","{'惊讶': 0.9800465106964111, '愤怒': 0.5820165276527405, '厌恶': 0.5491771697998047, '恐惧': 0.03828417882323265, '中性': 0.030435657128691673, '喜悦': 0.0008535804226994514, '悲伤': 0.0007988916477188468}"
360,4543906199641086,6331750186,我们的夏天未完待续,https://weibo.com/6331750186,2020年08月31日 08:52,荣耀10青春版,#福州大学#事情过去这么久了，这个学校一句话也没有，“缩头乌龟”已经不足以形容它了，看到评论里有一很形象的词语“扶周大学”这个学校就是在等热度慢慢过去呢，果然有关系的就是不一样​,,0,1,0,"{'惊讶': 0.4925633370876312, '中性': 0.08872120082378387, '愤怒': 0.017908472567796707, '厌恶': 0.011046210303902626, '悲伤': 0.004171549808233976, '恐惧': 0.002863510511815548, '喜悦': 0.0015421254793182015}",{'error': '文本为空'}
361,4543518113268726,5330736620,酷冯的小屁狗,https://weibo.com/5330736620,2020年08月30日 07:09,HUAWEI P30 Pro,#福州大学##准研究生虐狗事件狗主人发声##自称北大博士后网红奇葩言论评准研究生虐狗#周耀东开除了么​,,0,0,17,"{'惊讶': 0.8283679485321045, '愤怒': 0.6787273287773132, '厌恶': 0.5069100260734558, '恐惧': 0.36159953474998474, '悲伤': 0.16410675644874573, '中性': 0.0071572111919522285, '喜悦': 0.0013001756742596626}",{'error': '文本为空'}
362,4543213853226789,5507883897,小悦悦有只柚子阿拉,https://weibo.com/5507883897,2020年08月29日 11:00,小米10,#福州大学#福州大学直接从23开始就不发微博了诶也是，不如装作不知道的好,,0,3,4,"{'惊讶': 0.812577486038208, '中性': 0.7725287079811096, '厌恶': 0.6204468011856079, '恐惧': 0.24738876521587372, '悲伤': 0.18257884681224823, '愤怒': 0.14703425765037537, '喜悦': 0.017318494617938995}",{'error': '文本为空'}
363,4542807441673496,2331979123,雅力山大大,https://weibo.com/2331979123,2020年08月28日 08:05,iQOO Pro 5G性能旗舰,#教育部回应部分高校一刀切封闭管理##福州大学实行封闭管理##福州大学#,,1,1,8,"{'惊讶': 0.7322515249252319, '愤怒': 0.4859457314014435, '厌恶': 0.3184860348701477, '恐惧': 0.30087319016456604, '悲伤': 0.10978305339813232, '中性': 0.07706553488969803, '喜悦': 0.02410031296312809}",{'error': '文本为空'}
364,4542589066019769,2331979123,雅力山大大,https://weibo.com/2331979123,2020年08月27日 17:38,iQOO Pro 5G性能旗舰,#福州大学##福州大学实行封闭管理##教育部回应部分高校一刀切封闭管理#该做一些改变了,#教育热点话题#【#教育部回应部分高校一刀切封闭管理#】8月27日，教育部应对新冠肺炎疫情工作领导小组办公室主任王登峰对部分高校一刀切“封闭管理”进行回应：新版《秋冬季新冠肺炎疫情防控技术方案（更新版）》有两个主要内容：一严格做好校门管控，二学生非必要不外出。“这既不是封闭式管理，也不是不准出来。同时，高校教职工要与学生同等管理，一视同仁。此外，对于十一假期学生能否外出离校，需要各地各校因地制宜，反对一刀切。”（光明日报全媒体记者陈鹏）,0,1,4,"{'惊讶': 0.7105062007904053, '愤怒': 0.29991626739501953, '恐惧': 0.28481796383857727, '中性': 0.23917673528194427, '厌恶': 0.18316860496997833, '悲伤': 0.11059848219156265, '喜悦': 0.004078560508787632}","{'中性': 0.44236165285110474, '惊讶': 0.35119616985321045, '悲伤': 0.017691858112812042, '厌恶': 0.004958547186106443, '愤怒': 0.0035449822898954153, '恐惧': 0.00299599627032876, '喜悦': 0.0025099539197981358}"
365,4542284647109227,5846243172,林宇鑫x,https://weibo.com/5846243172,2020年08月26日 21:28,荣耀10 AI变色更潮美,与五十岁福大老前辈的对话#福州大学#​,,0,4,17,"{'惊讶': 0.8294169902801514, '中性': 0.5645630955696106, '悲伤': 0.43970879912376404, '喜悦': 0.4380953013896942, '愤怒': 0.24727968871593475, '恐惧': 0.22319021821022034, '厌恶': 0.0043753571808338165}",{'error': '文本为空'}
366,4542027256300432,1741801053,哈鱼苦水,https://weibo.com/1741801053,2020年08月26日 04:25,iPhone客户端,心小……容天下之事：赏天下之美、心境空灵美自意会、修行实则修心，它只需要一个能够信任与愿意理解的人；感情不需要诺言！#福州大学#泰安·范家灌庄村​,,0,1,1,"{'惊讶': 0.8448371291160583, '中性': 0.6007091999053955, '喜悦': 0.47509118914604187, '厌恶': 0.0002864467678591609, '恐惧': 0.0002174266119254753, '悲伤': 0.0001861969503806904, '愤怒': 0.00015969299420248717}",{'error': '文本为空'}
367,4541781179648804,5307036124,多运动多看看太阳,https://weibo.com/5307036124,2020年08月25日 12:07,OnePlus 7 Pro,#福州大学#我对周某某的事情持有不同的看法。准研究生引起了大家的高潮，抓住机会可以伸张自己的键盘后的正义。每个人都在告诉福大，你要取消他，你不要录取他。每个人都努力把福大推向道德制高点。教育是什么，教育是把人往正路上指引，而不是只教育正路上的人。如果这个人​展开,#福州大学#我对周某某的事情持有不同的看法。准研究生引起了大家的高潮，抓住机会可以伸张自己的键盘后的正义。每个人都在告诉福大，你要取消他，你不要录取他。每个人都努力把福大推向道德制高点。教育是什么，教育是把人往正路上指引，而不是只教育正路上的人。如果这个人是犯法了，大家是不是就要艾特警察枪毙他？而不是教育他，纠正他。福大是大学，是教书育人，要有教无类，而不是选择。应该把他往正路上教育，而不是拒绝他，如果拒绝他，那教育的目的又通往何处。,0,6,1,"{'中性': 0.9820931553840637, '惊讶': 0.978591799736023, '喜悦': 0.8743810057640076, '愤怒': 0.2822135388851166, '厌恶': 0.005479907151311636, '悲伤': 0.0032744803465902805, '恐惧': 0.0003416528052184731}","{'惊讶': 0.8874679803848267, '中性': 0.5533325672149658, '愤怒': 0.1438595950603485, '悲伤': 0.020180661231279373, '恐惧': 0.008003375492990017, '厌恶': 0.0030090322252362967, '喜悦': 0.0010287575423717499}"
368,4541737039569985,1350723714,桉珀,https://weibo.com/1350723714,2020年08月25日 09:12,iPhone客户端,你们虐狗的人开除了吗？每日一问？#福州大学#,,0,0,6,"{'惊讶': 0.9301367402076721, '愤怒': 0.7638254165649414, '恐惧': 0.6699067950248718, '厌恶': 0.6163785457611084, '中性': 0.18264919519424438, '悲伤': 0.06533719599246979, '喜悦': 0.0031395661644637585}",{'error': '文本为空'}
369,4541444498654340,3275124562,密探先生,https://weibo.com/3275124562,2020年08月24日 13:50,HUAWEI P40 Pro 5G,#福州大学回应准研究生疑虐狗#还能让他进来嘛？？？？#福州大学#想想看！！！​,,0,0,4,"{'惊讶': 0.9836282134056091, '愤怒': 0.8452811241149902, '恐惧': 0.8107523322105408, '厌恶': 0.46518805623054504, '中性': 0.10191243141889572, '悲伤': 0.03266604617238045, '喜悦': 0.00942757073789835}",{'error': '文本为空'}
370,4541441949571611,5290666508,卫星10612673,https://weibo.com/5290666508,2020年08月24日 13:39,微博 weibo.com,夫妻吵架互不相让，最后丈夫勃然大怒说：“你快滚！把所有属于你的东西都带走！”妻子流着泪收拾好自己的行李，又把一只大麻袋往丈夫身边一扔说：“你钻进去！”丈夫吃了一惊，急问：“你要干什么？”“你也是属于我的，快钻进去！”妻子向丈夫吼道。。。d29d3#福州大学#​,,0,48,20,"{'惊讶': 0.998789370059967, '愤怒': 0.9976398944854736, '悲伤': 0.9884493350982666, '恐惧': 0.7073420882225037, '厌恶': 0.26422175765037537, '中性': 0.019475525245070457, '喜悦': 0.001735859434120357}",{'error': '文本为空'}
371,4541280627720502,2281533701,知齐所以然_松弛版,https://weibo.com/2281533701,2020年08月24日 02:58,HUAWEI Mate 10 Pro,气到我浑身发抖！#福州大学##福州大学周耀东#必须开除虐狗畜牲！,【#准研究生虐狗事件狗主人不接受道歉#：我给过他机会，现在过了原谅期】8月22日，福建厦门准研究生借宿朋友家虐狗致重伤的事件引起广泛关注。狗主人谢女士表示，事发后虐狗男子曾打电话向她道歉，但谢女士表示，她曾给过该男子机会，现在原谅他的期限已经过了。#准研究生虐狗事件狗主人发声#@漩涡视频网页链接,1,0,14,"{'愤怒': 0.9993005394935608, '恐惧': 0.9833332896232605, '厌恶': 0.9823555946350098, '悲伤': 0.9384761452674866, '惊讶': 0.432981014251709, '中性': 0.0016643325798213482, '喜悦': 0.00048668222734704614}","{'愤怒': 0.6525098085403442, '悲伤': 0.6514990925788879, '惊讶': 0.5828983187675476, '厌恶': 0.536959707736969, '恐惧': 0.3388318717479706, '中性': 0.10829583555459976, '喜悦': 0.00029834185261279345}"
372,4541232975713847,3735382287,PYM的柠檬精,https://weibo.com/3735382287,2020年08月23日 23:49,HUAWEI nova 3,#准研究生虐狗事件狗主人不接受道歉#换做是我，就算他一开始道歉，我都不会原谅。道歉有用要警察干嘛？？？？？狗主人已经仁至义尽了。这种人渣不开除留着以后招生打广告吗？@福州大学#福州大学#​,,0,0,0,"{'愤怒': 0.9560934901237488, '厌恶': 0.9476133584976196, '惊讶': 0.7679780125617981, '恐惧': 0.21724925935268402, '悲伤': 0.06389278173446655, '中性': 0.016972770914435387, '喜悦': 0.0006492891116067767}",{'error': '文本为空'}
373,4541201133345778,7246936396,-明天也喜歡-,https://weibo.com/7246936396,2020年08月23日 21:43,HUAWEI nova 3,#准研究生虐狗事件狗主人不接受道歉#周耀东为福州大学的拟录取研究生，那必须慎重考虑其是否符合招生简章中“报考条件”里“品德良好、遵纪守法”的要求。#福州大学#​,,0,0,0,"{'恐惧': 0.8130086660385132, '愤怒': 0.808935821056366, '厌恶': 0.7175399661064148, '惊讶': 0.7139346599578857, '中性': 0.3122612237930298, '悲伤': 0.2055664360523224, '喜悦': 0.0010730723151937127}",{'error': '文本为空'}
374,4541194190722459,6591405688,李hyunA,https://weibo.com/6591405688,2020年08月23日 21:15,iPhone客户端,#准研究生虐狗事件狗主人不接受道歉#真的是丢研究生的脸！可以不爱，但是请不要伤害不要接受道歉！凭什么要接受道歉！希望得到应有的惩罚！自己做的事情需要对自己负责！#福州大学#希望每一只小宝贝🐶🐱都能遇到爱它们的主人，它们的世界只有你❤️呼和浩特​,,0,0,1,"{'愤怒': 0.7591838240623474, '惊讶': 0.6322129964828491, '中性': 0.2040170431137085, '悲伤': 0.1413978636264801, '恐惧': 0.06382592022418976, '厌恶': 0.03422302380204201, '喜悦': 0.0007603708072565496}",{'error': '文本为空'}
375,4541193587534863,3275124562,密探先生,https://weibo.com/3275124562,2020年08月23日 21:13,HUAWEI P40 Pro 5G,#福州大学#周耀东这种人，没必要进入福州大学吧，官方给个回应呗，看能不能进​,,0,3,27,"{'厌恶': 0.9632554054260254, '惊讶': 0.8923212289810181, '愤怒': 0.8743453025817871, '恐惧': 0.4482297897338867, '悲伤': 0.14253541827201843, '中性': 0.1316678524017334, '喜悦': 0.0014254316920414567}",{'error': '文本为空'}
376,4541151811747522,3260673190,自然醒op,https://weibo.com/3260673190,2020年08月23日 18:27,HUAWEI Mate 20 Pro,周耀东的父母是怎么养的，同样是垃圾怎么没有人渣过滤器什么人都能当人了大渣生小渣建议到这代就绝育吧研究生别上了也不怕危害社会呕#准研究生借宿朋友家虐狗致重伤##周耀东##福州大学#​,,2,0,99,"{'厌恶': 0.8900092244148254, '惊讶': 0.8374549746513367, '悲伤': 0.8122027516365051, '愤怒': 0.7979831695556641, '中性': 0.7171759605407715, '恐惧': 0.669280469417572, '喜悦': 0.0012258942006155849}",{'error': '文本为空'}
377,4541130831823653,3275124562,密探先生,https://weibo.com/3275124562,2020年08月23日 17:03,HUAWEI P40 Pro 5G,#福州大学#内部消息：周耀东的家住在哪里！！​,,0,4,20,"{'惊讶': 0.9795379638671875, '愤怒': 0.8827419877052307, '中性': 0.4624592065811157, '恐惧': 0.2615815997123718, '喜悦': 0.1954432874917984, '厌恶': 0.10011575371026993, '悲伤': 0.07323043793439865}",{'error': '文本为空'}
378,4541129405497677,3275124562,密探先生,https://weibo.com/3275124562,2020年08月23日 16:58,HUAWEI P40 Pro 5G,#福州大学#这种人，留案底了，也活该！！！以后对待老婆，孩子，家人，是不是也要大大出手​,,0,0,1,"{'愤怒': 0.9876857995986938, '惊讶': 0.9206071496009827, '悲伤': 0.7122611403465271, '恐惧': 0.5152078866958618, '厌恶': 0.08390513807535172, '中性': 0.0028318038675934076, '喜悦': 0.0012346779694780707}",{'error': '文本为空'}
379,4541127866977684,5911443763,大屁崩子,https://weibo.com/5911443763,2020年08月23日 16:51,iPhone客户端,#福州大学#这人是返祖了么？身为最高级动物连爱心都没。猿猴也能去学校了么？那我想去当研究生教师，就专门拿着皮鞭和铜锣训这个猴猴🐒​,,0,1,1,"{'惊讶': 0.9220536351203918, '愤怒': 0.16247588396072388, '恐惧': 0.14223048090934753, '厌恶': 0.11597317457199097, '中性': 0.10160208493471146, '悲伤': 0.05861229822039604, '喜悦': 0.004277861211448908}",{'error': '文本为空'}
380,4541074288940177,3275124562,密探先生,https://weibo.com/3275124562,2020年08月23日 13:19,HUAWEI P40 Pro 5G,#福州大学#周耀东！！！！！我其他的记不住​,,0,0,51,"{'惊讶': 0.9676868319511414, '愤怒': 0.9416227340698242, '厌恶': 0.6227903366088867, '恐惧': 0.3998987376689911, '中性': 0.18628938496112823, '悲伤': 0.13921654224395752, '喜悦': 0.015592079609632492}",{'error': '文本为空'}
381,4541064482659028,1717213552,真杨晓明,https://weibo.com/1717213552,2020年08月23日 12:40,微博搜索,#福州大学#最近福州大学很火，比天气还热，官方尚未有回应​,,0,2,10,"{'惊讶': 0.8946225047111511, '愤怒': 0.5584271550178528, '恐惧': 0.08678922057151794, '中性': 0.016111241653561592, '厌恶': 0.007253267802298069, '喜悦': 0.006764243822544813, '悲伤': 0.001595301553606987}",{'error': '文本为空'}
382,4541063258446177,6370043968,嘻嘻嘻席席席,https://weibo.com/6370043968,2020年08月23日 12:35,荣耀 9X,#福州大学#其实大多数网友并没有骂大学，只是希望大学不要录取这种道德差的人当研究生。剩下那些去说人家大学不行的人，很明显自己人品也不行。但是有的人说一码归一码，他是研究生还要为社会做贡献等等诸如此类的话，我就真的想diss你了。不然你去做他室友吧？？？跟他一起生活吧？？？或者说你厉害你​展开,#福州大学#其实大多数网友并没有骂大学，只是希望大学不要录取这种道德差的人当研究生。剩下那些去说人家大学不行的人，很明显自己人品也不行。但是有的人说一码归一码，他是研究生还要为社会做贡献等等诸如此类的话，我就真的想diss你了。不然你去做他室友吧？？？跟他一起生活吧？？？或者说你厉害你去把他品行掰正？？？否则就别说什么没什么事，因为也祸害不到你头上对吧,0,1,0,"{'愤怒': 0.8483870625495911, '厌恶': 0.5599960684776306, '惊讶': 0.4118715822696686, '恐惧': 0.12245430797338486, '悲伤': 0.11439488083124161, '中性': 0.09880004078149796, '喜悦': 0.0004556924104690552}","{'愤怒': 0.6521420478820801, '厌恶': 0.45672371983528137, '惊讶': 0.25473514199256897, '恐惧': 0.07278389483690262, '悲伤': 0.04246138408780098, '中性': 0.02029675617814064, '喜悦': 0.0002415485942037776}"
383,4541057155736510,3275124562,密探先生,https://weibo.com/3275124562,2020年08月23日 12:10,HUAWEI P40 Pro 5G,#准研究生多次殴打博美致坐骨断裂##福州大学#福州大学土木工程学，硕士，周耀东！！！！！这样的人，你们还敢要？？？？？@福州大学​​​,,0,0,6,"{'愤怒': 0.9941791892051697, '惊讶': 0.9934285283088684, '恐惧': 0.9030181765556335, '悲伤': 0.812543511390686, '厌恶': 0.7095186710357666, '中性': 0.006551079917699099, '喜悦': 0.0013753216480836272}",{'error': '文本为空'}
384,4541055053339550,3677284605,月光与猫猫猫,https://weibo.com/3677284605,2020年08月23日 12:02,iPhone客户端,#准研究生借宿朋友家虐狗致重伤#热搜撤了就再来，畜生一定要有个交代！#福州大学#,,2,1,12,"{'愤怒': 0.819165050983429, '悲伤': 0.6714075207710266, '惊讶': 0.5401870608329773, '厌恶': 0.5259556174278259, '恐惧': 0.47555145621299744, '中性': 0.013238038867712021, '喜悦': 0.0006695167976431549}",{'error': '文本为空'}
385,4541047068173837,5951551830,剔了刺的鱼,https://weibo.com/5951551830,2020年08月23日 11:30,OPPO随光而变R17,#福州大学#大多数网友都没骂学校呀只是网上太复杂了，总有那么一些浑水摸鱼挑事的。别上升我们所有人🙏​,,0,3,9,"{'惊讶': 0.7994851469993591, '恐惧': 0.11269833892583847, '厌恶': 0.10450558364391327, '愤怒': 0.0690622627735138, '中性': 0.054795172065496445, '悲伤': 0.009217440150678158, '喜悦': 0.0007637226954102516}",{'error': '文本为空'}
386,4541046387651042,2642763025,__时遇__,https://weibo.com/2642763025,2020年08月23日 11:28,iPhone客户端,#福州大学#@福州大学我就想问什么时候有结果？人家当宝贝这位同学一口一个畜生这素质，配考上研究生？不能平等对待每一个生物吗？狗狗不是一条命吗？​,,0,1,12,"{'惊讶': 0.9406107664108276, '中性': 0.46208953857421875, '愤怒': 0.25919464230537415, '恐惧': 0.21747785806655884, '悲伤': 0.12901821732521057, '厌恶': 0.06095604971051216, '喜悦': 0.0019081061473116279}",{'error': '文本为空'}
387,4541044979142828,1425483553,朋友首日封ql,https://weibo.com/1425483553,2020年08月23日 11:22,iPhone客户端,“我福大单身狗，单身狗届巅峰的存在，严厉谴责周某的行为，反对周某入校就读”#福州大学#​,,1,10,25,"{'厌恶': 0.9875301718711853, '愤怒': 0.9849012494087219, '悲伤': 0.8959845900535583, '惊讶': 0.8887540102005005, '恐惧': 0.8295777440071106, '中性': 0.008129310794174671, '喜悦': 0.0030081626027822495}",{'error': '文本为空'}
388,4541039555394332,1146073467,鹤6912,https://weibo.com/1146073467,2020年08月23日 11:01,华为畅享 10S,#福州大学#现在网络暴民们对周进行网爆的情形，和周虐打博美时的情形有区别吗？本质一类人罢了。谁也别鄙视谁。​,,0,73,184,"{'惊讶': 0.8688080906867981, '愤怒': 0.19906774163246155, '厌恶': 0.13385121524333954, '恐惧': 0.13367675244808197, '中性': 0.03542209416627884, '悲伤': 0.011865316890180111, '喜悦': 0.0009951514657586813}",{'error': '文本为空'}
389,4541038342974766,7397145252,日暮秋烟1,https://weibo.com/7397145252,2020年08月23日 10:56,你送我一个Android,#福州大学#不应该是大家骂他这个人嘛，广大网友怎么转移注意力骂学校呢?要骂也骂他的本科院校，教出了什么人渣啊，千万别来福大，福大还有很多可爱小狗勾，别来祸害福大的小朋友​,,0,1,0,"{'厌恶': 0.8459643721580505, '愤怒': 0.682314395904541, '惊讶': 0.5646469593048096, '恐惧': 0.34155911207199097, '中性': 0.04465978220105171, '悲伤': 0.03475278243422508, '喜悦': 0.001995259430259466}",{'error': '文本为空'}
390,4541037249300088,3565390632,Deprogramming,https://weibo.com/3565390632,2020年08月23日 10:51,iPhone 11,#福州大学#好比一个男的和女朋友订完婚然后人们发现这个男的很渣后狂喷他这个未婚妻？？​,,0,55,188,"{'惊讶': 0.9738011360168457, '愤怒': 0.9420422911643982, '厌恶': 0.6374656558036804, '恐惧': 0.37261784076690674, '悲伤': 0.06452847272157669, '中性': 0.005157798994332552, '喜悦': 0.001928573241457343}",{'error': '文本为空'}
391,4541036485681901,1873985041,没事就种种蘑菇,https://weibo.com/1873985041,2020年08月23日 10:48,HUAWEI Mate 30,#福州大学#不应该是网友纷纷提醒福大的学生小心开学后学校有个危险人物，注意保护自己；福大的学生纷纷抵制他入学吗……现在是网友们希望福大不让他入学，福大学生骂网友​,,0,18,65,"{'惊讶': 0.6758292317390442, '厌恶': 0.5817660093307495, '恐惧': 0.5056591629981995, '愤怒': 0.305314838886261, '悲伤': 0.08344357460737228, '中性': 0.02205274999141693, '喜悦': 0.0007036079186946154}",{'error': '文本为空'}
392,4541030709333627,5213184861,_去追一只鹿,https://weibo.com/5213184861,2020年08月23日 10:25,荣耀20 PRO,#福州大学#这届微博er中的zz有点多人均微博判案大师，人均法官​,,0,2,4,"{'惊讶': 0.8016100525856018, '愤怒': 0.2220609337091446, '喜悦': 0.19659529626369476, '悲伤': 0.025212273001670837, '中性': 0.016179410740733147, '恐惧': 0.011399413459002972, '厌恶': 0.001575326663441956}",{'error': '文本为空'}
393,4541027619177156,2627624845,凤翥龙翔808-SKY,https://weibo.com/2627624845,2020年08月23日 10:13,iPhone客户端,我只想成为你的唯一、我只要一直和你在一起……我只要你属于我一个人：我承认我的自私。在你的世界里我到底有多重要；我承认我的霸道……#福州大学#哈尔滨·五国头城遗址​,,0,1,0,"{'愤怒': 0.8117308020591736, '惊讶': 0.7613357901573181, '厌恶': 0.6055381894111633, '恐惧': 0.3777162432670593, '悲伤': 0.17545562982559204, '中性': 0.07776901125907898, '喜悦': 0.0020654741674661636}",{'error': '文本为空'}
394,4541027509077562,1838632051,Cch-WEN,https://weibo.com/1838632051,2020年08月23日 10:13,iPhone 11 Pro Max,#福州大学#？？没想到自己的母校以这种方式登上了热搜……虐狗的新闻我真的看不了，很难过，虐狗的行为人简直可耻可恨……以学校的名义上了热搜也是很迷惑福州​,,0,13,83,"{'愤怒': 0.9986142516136169, '厌恶': 0.9985417127609253, '惊讶': 0.9978752732276917, '恐惧': 0.9971354007720947, '悲伤': 0.9967598915100098, '中性': 0.013213682919740677, '喜悦': 0.0003782602143473923}",{'error': '文本为空'}
395,4541026872856286,7309641177,Melodrama-且,https://weibo.com/7309641177,2020年08月23日 10:10,iPhone客户端,#福州大学#？我很迷惑为什么一定扯福大？研究生虐狗为什么就写个福大的tag？？？搞得我还以为福大干什么了福州人表示不是很能理解​,,0,1,0,"{'惊讶': 0.9994116425514221, '愤怒': 0.9743057489395142, '恐惧': 0.944909393787384, '厌恶': 0.932999849319458, '悲伤': 0.10992935299873352, '中性': 0.042822953313589096, '喜悦': 0.0014037697110325098}",{'error': '文本为空'}
396,4541022660461723,3106747931,一身刚气,https://weibo.com/3106747931,2020年08月23日 09:53,vivo智能手机客户端,#福州大学#这人都还没入学怎么学校来背热搜​,,0,4,35,"{'惊讶': 0.938325822353363, '愤怒': 0.7623502016067505, '恐惧': 0.4781486988067627, '厌恶': 0.3743850290775299, '悲伤': 0.2642116844654083, '中性': 0.1318088173866272, '喜悦': 0.002343828557059169}",{'error': '文本为空'}
397,4541022652081783,5570679133,耶嘿看我干嘛,https://weibo.com/5570679133,2020年08月23日 09:53,快乐魔法师Android,#福州大学#没看到骂学校的只看到希望学校给出相应处理的交同样的学费谁敢和这种反社会暴力的人一起住人品就不合格看完那个虐狗视频我都想爆粗口人渣​,,0,1,0,"{'厌恶': 0.9342849850654602, '愤怒': 0.9158443212509155, '恐惧': 0.5794419646263123, '悲伤': 0.22131003439426422, '惊讶': 0.15037111937999725, '中性': 0.0022581303492188454, '喜悦': 0.0007316349656321108}",{'error': '文本为空'}
398,4541022464383702,5143058537,五月的一只rain__唯爱邓妍版,https://weibo.com/5143058537,2020年08月23日 09:53,nova7你在焦点在,#福州大学#学校好好处理就行了这种人得到他应有的处罚就可以了，骂大学没必要吧​,,0,1,28,"{'中性': 0.5303202271461487, '惊讶': 0.4794585406780243, '厌恶': 0.21850164234638214, '恐惧': 0.03728990629315376, '愤怒': 0.02935894951224327, '悲伤': 0.025098556652665138, '喜悦': 0.0014052321203052998}",{'error': '文本为空'}
399,4541018369960606,6413974421,与君离别666,https://weibo.com/6413974421,2020年08月23日 09:36,告别不快vivo V3Max,#福州大学#有些人不要搞笑哈，直指网络暴力哦，这就网络暴力了，做了事就得承担责任，借住别人家还打别人狗给他脸了。有的人意思是说打了狗为了保护女主人家不被报复所以要让着他供着他是吗？什么玩意儿，做错事因为怕报复所以不惩罚就一味忍着，希望这类人哪天被欺负了也没人愿意帮忙呢，毕竟怕被报​展开,#福州大学#有些人不要搞笑哈，直指网络暴力哦，这就网络暴力了，做了事就得承担责任，借住别人家还打别人狗给他脸了。有的人意思是说打了狗为了保护女主人家不被报复所以要让着他供着他是吗？什么玩意儿，做错事因为怕报复所以不惩罚就一味忍着，希望这类人哪天被欺负了也没人愿意帮忙呢，毕竟怕被报复嘛,0,1,0,"{'惊讶': 0.30130085349082947, '恐惧': 0.20171739161014557, '厌恶': 0.18396960198879242, '愤怒': 0.019630268216133118, '中性': 0.008746265433728695, '悲伤': 0.00048471696209162474, '喜悦': 0.0003766284789890051}","{'惊讶': 0.20264044404029846, '恐惧': 0.14129376411437988, '厌恶': 0.07783765345811844, '愤怒': 0.022211678326129913, '中性': 0.005283386446535587, '悲伤': 0.0004275253158994019, '喜悦': 0.00035796427982859313}"
400,4541018303897663,5831176098,言蹊DAYTOY-,https://weibo.com/5831176098,2020年08月23日 09:36,,#福州大学#以为大学有新鲜事，点进去发现是某个人做的事，然后一群义愤填膺的人给学校施压，简直有病病～谁干的坏事，精准点艹，攻击人家学校算怎么回事​,,0,10,42,"{'愤怒': 0.9977604150772095, '惊讶': 0.9794331192970276, '厌恶': 0.8349130749702454, '恐惧': 0.6090288162231445, '悲伤': 0.58781498670578, '中性': 0.0032235339749604464, '喜悦': 0.00041760734166018665}",{'error': '文本为空'}
401,4541017203677867,6019065585,yyxr521,https://weibo.com/6019065585,2020年08月23日 09:32,疾速双摄 魅蓝 Note6,#福州大学#点开一看原来是昨天虐狗的事，怎么单把人大学名字点出来上热搜啊？而且昨天看的不是说打死了吗​,,0,6,23,"{'惊讶': 0.9833122491836548, '愤怒': 0.9793245196342468, '厌恶': 0.9521760940551758, '恐惧': 0.8146827220916748, '悲伤': 0.08904504776000977, '中性': 0.005071817897260189, '喜悦': 0.0006254442851059139}",{'error': '文本为空'}
402,4541015287152709,2506284680,林正源-,https://weibo.com/2506284680,2020年08月23日 09:24,iPhone客户端,#福州大学#还以为学校牛逼了，没想到是这种破事​,,0,1,6,"{'惊讶': 0.9945238828659058, '愤怒': 0.9637688994407654, '厌恶': 0.7986540794372559, '恐惧': 0.7262715101242065, '悲伤': 0.49158018827438354, '中性': 0.0454179123044014, '喜悦': 0.018395766615867615}",{'error': '文本为空'}
